parent_category,category1,category2,name,barcode,cost_price,sale_price,manufacturer_srp,weight,manufacturer,supplier,store_sku,manufacturer_sku,supplier_sku,short_description,long_description,categories,image_url,sub_image_url,option,quantity
Accessories,Mobile Accessories,Case,Apple iPhone 5c Case-Blue,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF035FE/A,MF035FE/A,,Apple iPhone 5c Case-Blue,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5c Case-Pink,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF036FE/A,MF036FE/A,,Apple iPhone 5c Case-Pink,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5c Case-Green,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF037FE/A,MF037FE/A,,Apple iPhone 5c Case-Green,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5c Case -Yellow,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF038FE/A,MF038FE/A,,Apple iPhone 5c Case -Yellow,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5c Case-White,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF039FE/A,MF039FE/A,,Apple iPhone 5c Case-White,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5c Case-Black,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF040FE/A,MF040FE/A,,Apple iPhone 5c Case-Black,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5s Case-Brown,,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF041FE/A,MF041FE/A,,Apple iPhone 5s Case-Brown,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5s Case-Yellow,,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF043FE/A,MF043FE/A,,Apple iPhone 5s Case-Yellow,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5s Case- Blue,,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF044FE/A,MF044FE/A,,Apple iPhone 5s Case- Blue,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5s Case- Black,,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF045FE/A,MF045FE/A,,Apple iPhone 5s Case- Black,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5s Case- (Product)Red,,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF046FE/A,MF046FE/A,,Apple iPhone 5s Case- (Product)Red,,,,,,10
Accessories,Mobile Accessories,Case,Apple iPhone 5s Case-Beige,,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,201-APPCAS-MF042FE/A,MF042FE/A,,Apple iPhone 5s Case-Beige,,,,,,10
Accessories,Mobile Accessories,Adapter,Apple iPhone TTY Adapter- Gen Coo-China,,118.4,148,148,,Apple Asia Ltd,Apple Asia Ltd,201-APPADT-MA854G/A,MA854G/A,,Apple iPhone TTY Adapter- Gen Coo-China,,,,,,10
Accessories,Mobile Accessories,Adapter,Apple LIGHTNING TO MICRO USB ADAPTER-ZML,,118.4,148,148,,Apple Asia Ltd,Apple Asia Ltd,201-APPADT-MD820ZM/A,MD820ZM/A,,Apple LIGHTNING TO MICRO USB ADAPTER-ZML,,,,,,10
Accessories,Mobile Accessories,Adapter,Apple Lightning to 30-pin Adapter,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,201-APPADT-MD823ZM/A,MD823ZM/A,,Apple Lightning to 30-pin Adapter,,,,,,10
Accessories,Mobile Accessories,Adapter,Apple Lightning to 30-pin Adapter (0.2 m),,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,201-APPADT-MD824ZM/A,MD824ZM/A,,Apple Lightning to 30-pin Adapter (0.2 m),,,,,,10
Accessories,Media Player Accessories,Adapter,Apple iPod Universal Dock Adapter 3-Pack - (iP,,54.4,68,68,,Apple Asia Ltd,Apple Asia Ltd,207-APPADT-MA126G/A,MA126G/A,,Apple iPod Universal Dock Adapter 3-Pack - (iP,,,,,,10
Accessories,Media Player Accessories,Adapter,Apple World Travel Adapter Kit-ZML COO-C,,238.4,298,298,,Apple Asia Ltd,Apple Asia Ltd,207-APPADT-MB974ZM/B,MB974ZM/B,,Apple World Travel Adapter Kit-ZML COO-C,,,,,,10
Accessories,Media Player Accessories,Headphone,Apple Earpods with remote and mic-fae,,182.4,228,228,,Apple Asia Ltd,Apple Asia Ltd,207-APPHPN-MD827FE/A,MD827FE/A,,Apple Earpods with remote and mic-fae,,,,,,10
